-----------------------------generation: 0---------------------------------
the number of towers: 12
------------------------------------------------------------------------------
x of tower		y of tower		BW of tower
3.6368732071173167	7.161092332136022	192
2.5827718228253516	1.1654820995199646	3716
5.7499610595771316	6.573513277202269	6379
6.625788074703237	1.038193004145577	4434
13.480599506350579	5.6431282010931385	246
14.137458103686456	4.345802342922708	89950
14.459062419595229	10.565518658600691	799
15.072757056271444	12.716400638365949	99266
5.548211764063794	14.403484490331394	89968
14.440599485803896	18.47893555960852	86318
14.897117493581135	13.84255111773101	8378
13.812029154759538	6.011271471098472	42505
------------------------------------------------------------------------------
x of block	y of block	x of assigned tower		y of assigned tower
0		0		5.548211764063794	14.403484490331394
0		1		5.7499610595771316	6.573513277202269
0		2		6.625788074703237	1.038193004145577
0		3		6.625788074703237	1.038193004145577
0		4		3.6368732071173167	7.161092332136022
0		5		5.548211764063794	14.403484490331394
0		6		3.6368732071173167	7.161092332136022
0		7		14.897117493581135	13.84255111773101
0		8		14.459062419595229	10.565518658600691
0		9		13.812029154759538	6.011271471098472
0		10		6.625788074703237	1.038193004145577
0		11		14.459062419595229	10.565518658600691
0		12		13.812029154759538	6.011271471098472
0		13		14.137458103686456	4.345802342922708
0		14		14.137458103686456	4.345802342922708
0		15		6.625788074703237	1.038193004145577
0		16		5.548211764063794	14.403484490331394
0		17		14.897117493581135	13.84255111773101
0		18		14.897117493581135	13.84255111773101
0		19		3.6368732071173167	7.161092332136022
1		0		5.7499610595771316	6.573513277202269
1		1		14.459062419595229	10.565518658600691
1		2		14.897117493581135	13.84255111773101
1		3		6.625788074703237	1.038193004145577
1		4		5.548211764063794	14.403484490331394
1		5		15.072757056271444	12.716400638365949
1		6		3.6368732071173167	7.161092332136022
1		7		13.812029154759538	6.011271471098472
1		8		14.440599485803896	18.47893555960852
1		9		13.480599506350579	5.6431282010931385
1		10		14.459062419595229	10.565518658600691
1		11		14.897117493581135	13.84255111773101
1		12		14.440599485803896	18.47893555960852
1		13		14.897117493581135	13.84255111773101
1		14		13.812029154759538	6.011271471098472
1		15		13.480599506350579	5.6431282010931385
1		16		14.440599485803896	18.47893555960852
1		17		13.812029154759538	6.011271471098472
1		18		13.812029154759538	6.011271471098472
1		19		14.897117493581135	13.84255111773101
2		0		6.625788074703237	1.038193004145577
2		1		2.5827718228253516	1.1654820995199646
2		2		2.5827718228253516	1.1654820995199646
2		3		13.812029154759538	6.011271471098472
2		4		15.072757056271444	12.716400638365949
2		5		2.5827718228253516	1.1654820995199646
2		6		2.5827718228253516	1.1654820995199646
2		7		14.137458103686456	4.345802342922708
2		8		14.459062419595229	10.565518658600691
2		9		5.548211764063794	14.403484490331394
