10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
10, 50, 100, 80, 90, 70, 6, 8, 95, 69, 85, 66, 36, 25, 48, 55, 7, 71, 84, 22
